date,shop_id,channel,spend
2026-06-17,shop_demo_dtc,other,273.03
2026-06-18,shop_demo_dtc,meta,2093.05
2026-06-18,shop_demo_dtc,google,954.44
2026-06-18,shop_demo_dtc,other,352.3
2026-06-19,shop_demo_dtc,meta,2117.01
2026-06-19,shop_demo_dtc,google,1078.97
2026-06-19,shop_demo_dtc,other,341.99
2026-06-20,shop_demo_dtc,meta,1534.73
2026-06-20,shop_demo_dtc,google,655.87
2026-06-20,shop_demo_dtc,other,233.03
2026-06-21,shop_demo_dtc,meta,1166.84
2026-06-21,shop_demo_dtc,google,502.31
2026-06-21,shop_demo_dtc,other,169.76
2026-06-22,shop_demo_dtc,meta,1925.61
2026-06-22,shop_demo_dtc,google,809.83
2026-06-22,shop_demo_dtc,other,228.99
2026-06-23,shop_demo_dtc,meta,1741.43
2026-06-23,shop_demo_dtc,google,765.29
2026-06-23,shop_demo_dtc,other,215.71
2026-06-24,shop_demo_dtc,meta,1703.75
2026-06-24,shop_demo_dtc,google,724.38
2026-06-24,shop_demo_dtc,other,277.23
2026-06-25,shop_demo_dtc,meta,2226.03
2026-06-25,shop_demo_dtc,google,999.28
2026-06-25,shop_demo_dtc,other,474.64
2026-06-26,shop_demo_dtc,meta,1751.6
2026-06-26,shop_demo_dtc,google,816.26
2026-06-26,shop_demo_dtc,other,292.06
2026-06-27,shop_demo_dtc,meta,1197.77
2026-06-27,shop_demo_dtc,google,580.23
2026-06-27,shop_demo_dtc,other,182.94
2026-06-28,shop_demo_dtc,meta,1263.01
2026-06-28,shop_demo_dtc,google,589.24
2026-06-28,shop_demo_dtc,other,205.18
2026-06-29,shop_demo_dtc,meta,1884.23
2026-06-29,shop_demo_dtc,google,891.7
2026-06-29,shop_demo_dtc,other,299.73
2026-06-30,shop_demo_dtc,meta,1622.49
2026-06-30,shop_demo_dtc,google,802.91
2026-06-30,shop_demo_dtc,other,337.13
2026-07-01,shop_demo_dtc,meta,1991.14
2026-07-01,shop_demo_dtc,google,884.57
2026-07-01,shop_demo_dtc,other,316.3
2026-07-02,shop_demo_dtc,meta,1970.35
2026-07-02,shop_demo_dtc,google,962.16
2026-07-02,shop_demo_dtc,other,359.86
2026-07-03,shop_demo_dtc,meta,1660.99
2026-07-03,shop_demo_dtc,google,791.33
2026-07-03,shop_demo_dtc,other,193.78
2026-07-04,shop_demo_dtc,meta,1536.84
2026-07-04,shop_demo_dtc,google,708.17
2026-07-04,shop_demo_dtc,other,207.43
2026-07-05,shop_demo_dtc,meta,1687.62
2026-07-05,shop_demo_dtc,google,804.81
2026-07-05,shop_demo_dtc,other,197.43
2026-07-06,shop_demo_dtc,meta,2058.67
2026-07-06,shop_demo_dtc,google,1020.11
2026-07-06,shop_demo_dtc,other,283.29
2026-07-07,shop_demo_dtc,meta,1826.96
2026-07-07,shop_demo_dtc,google,890.47
2026-07-07,shop_demo_dtc,other,239.42
2026-07-08,shop_demo_dtc,meta,1859.35
2026-07-08,shop_demo_dtc,google,896.17
2026-07-08,shop_demo_dtc,other,216.38
2026-07-09,shop_demo_dtc,meta,2065.2
2026-07-09,shop_demo_dtc,google,1029.07
2026-07-09,shop_demo_dtc,other,342.95
2026-07-10,shop_demo_dtc,meta,1567.59
2026-07-10,shop_demo_dtc,google,764.62
2026-07-10,shop_demo_dtc,other,323.69
2026-07-11,shop_demo_dtc,meta,1671.5
2026-07-11,shop_demo_dtc,google,709.66
2026-07-11,shop_demo_dtc,other,344.53
2026-07-12,shop_demo_dtc,meta,1678.35
2026-07-12,shop_demo_dtc,google,755.48
2026-07-12,shop_demo_dtc,other,224.45
2026-07-13,shop_demo_dtc,meta,2121.32
2026-07-13,shop_demo_dtc,google,1009.38
2026-07-13,shop_demo_dtc,other,284.34
2026-07-14,shop_demo_dtc,meta,1982.07
2026-07-14,shop_demo_dtc,google,860.64
2026-07-14,shop_demo_dtc,other,309.55
2026-07-15,shop_demo_dtc,meta,2212.66
2026-07-15,shop_demo_dtc,google,965.17
2026-07-15,shop_demo_dtc,other,408.76
2026-07-16,shop_demo_dtc,meta,2000.52
2026-07-16,shop_demo_dtc,google,837.69
2026-07-16,shop_demo_dtc,other,261.5
2026-07-17,shop_demo_dtc,meta,2187.74
2026-07-17,shop_demo_dtc,google,894.19
2026-07-17,shop_demo_dtc,other,266.4
2026-07-18,shop_demo_dtc,meta,1713.39
2026-07-18,shop_demo_dtc,google,815.05
2026-07-18,shop_demo_dtc,other,339.06
2026-07-19,shop_demo_dtc,meta,1614.99
2026-07-19,shop_demo_dtc,google,710.97
2026-07-19,shop_demo_dtc,other,255.47
2026-07-20,shop_demo_dtc,meta,1692.09
2026-07-20,shop_demo_dtc,google,804.12
2026-07-20,shop_demo_dtc,other,210.66
2026-07-21,shop_demo_dtc,meta,2381.04
2026-07-21,shop_demo_dtc,google,1017.28
2026-07-21,shop_demo_dtc,other,461.2
